Unnamed: 0,F_f,F_u,F_in,rho_u,T_o,tau_imp,h_bm
2043.0,1.5,95.3,150.35,1.05,3701.7,10.2,37.9
2044.0,1.0,90.23,149.3,1.09,3884.6,10.1,37.9
2045.0,1.3,,132.66,1.05,3544.5,10.0,37.4
2046.0,1.5,93.79,132.35,1.11,3566.1,10.0,37.9
2047.0,1.5,91.49,135.28,1.05,3860.6,10.1,37.4
2048.0,1.0,98.68,137.78,,3687.3,9.9,37.3
2049.0,1.5,97.54,149.5,1.1,3732.9,10.2,37.2
2050.0,1.1,99.84,146.92,1.1,3920.2799999999993,10.1,37.3
2051.0,1.1,91.35,144.29,1.11,3345.7,9.9,37.8
2052.0,1.4,98.12,142.86,1.07,3501.1,10.2,
2053.0,1.2,-9.819999999999993,138.52,-98.95,3474.7,10.1,37.1
2054.0,1.0,93.86,146.8,1.1,3890.8,,37.3
2055.0,,95.66,146.46,1.11,3605.8,9.9,37.3
2056.0,1.0,94.25,148.4,,3731.7,9.6,37.1
2057.0,1.3,,131.38,1.11,3545.7,9.5,37.2
2058.0,1.4,94.85,149.85,1.05,3683.0,10.1,37.5
2059.0,,91.23,132.34,1.08,3429.5,110.2,37.4
2060.0,1.0,98.56,134.81,1.1,3834.8,10.1,37.4
2061.0,1.1,92.83,130.5,1.07,,10.2,37.5
2062.0,1.1,96.29,148.86,1.11,3872.8,10.2,
2063.0,1.5,96.84,131.27,1.07,3715.2,10.0,37.1
2064.0,1.1,91.36,132.54,1.09,3379.2,9.8,
2065.0,1.3,96.47,149.44,1.08,3762.4,9.7,37.2
,1.0,94.11,135.26,1.11,3741.2,9.9,37.4
2067.0,1.2,97.63,130.52,1.06,3517.6,9.8,
2068.0,1.3,92.18,140.73,101.11,3490.1,10.2,37.6
2069.0,1.2,96.58,135.61,1.07,3559.1,9.5,37.8
2070.0,1.5,96.59,139.46,1.08,3403.6,10.0,37.5
2071.0,1.0,-9.819999999999993,140.74,1.06,3366.5,9.8,37.3
,1.4,96.26,142.69,1.1,3859.0,10.1,37.1
2073.0,1.2,90.17,136.65,1.1,3797.1,9.8,37.5
2074.0,1.4,92.78,150.11,1.06,2655.34,9.9,37.2
2075.0,1.0,98.46,133.67,1.1,3386.2,9.6,37.3
2076.0,1.2,,109.11,1.08,3334.5,10.0,37.1
2077.0,1.4,97.16,151.68,101.11,3133.2,9.7,33.3
2078.0,1.4,92.7,151.53,1.05,3231.5,9.5,
,1.5,91.33,150.94,1.05,3395.8,10.0,33.6
2080.0,1.2,94.8,147.5,1.06,3920.2799999999993,9.5,
-10.329999999999998,1.3,97.5,136.92,1.11,3354.9,9.8,33.9
2082.0,1.5,95.12,143.76,1.05,3278.5,9.9,33.1
2083.0,1.2,92.78,147.26,1.08,3380.0,10.0,33.0
2084.0,1.0,93.21,140.44,1.07,3361.5,10.0,33.2
2085.0,1.0,97.99,,1.09,3561.8,10.0,33.1
2086.0,,94.62,150.22,1.09,3342.5,10.2,33.7
2087.0,1.3,98.45,141.78,101.11,3066.3,9.6,33.0
2088.0,1.1,99.25,138.96,1.1,3371.7,10.1,33.3
2089.0,1.1,96.8,137.47,1.11,3105.1,9.7,35.9
2090.0,1.4,98.81,135.17,1.06,3131.3,9.8,35.5
2091.0,1.3,99.62,153.93,1.07,3289.7,9.5,35.0
2092.0,1.0,92.15,155.67,1.11,3030.1,10.2,35.2
2093.0,1.1,90.94,141.47,1.06,3012.5,9.9,35.8
2094.0,1.3,199.91,136.81,1.1,3180.4,9.5,35.0
2095.0,,99.11,144.55,1.08,3006.2,-90.5,35.4
2096.0,1.0,199.91,144.55,1.1,3386.6,9.9,35.6
2097.0,1.0,91.32,138.5,1.09,3589.4,10.1,35.0
2098.0,,96.85,145.77,1.05,3021.9,10.0,35.0
2099.0,1.0,99.82,150.39,1.05,3414.6,110.2,35.5
2100.0,1.0,96.87,,1.06,3360.1,9.8,35.1
8609.33,1.2,92.84,154.3,1.05,3096.6,10.1,35.3
-10.329999999999998,1.4,96.72,139.59,,3392.6,10.2,35.2
8609.33,1.2,98.36,145.87,1.09,3169.8,9.7,35.3
2104.0,1.4,95.33,155.82,1.07,2655.34,9.8,35.7
2105.0,1.1,93.12,142.27,1.09,3245.9,9.8,35.0
2106.0,1.5,93.79,154.43,1.11,,9.6,-65.5
-10.329999999999998,,98.36,137.18,1.11,3920.2799999999993,9.7,35.0
2108.0,1.1,98.99,135.95,1.09,3276.0,10.1,35.1
2109.0,1.0,96.19,135.88,1.07,3042.0,10.1,35.8
2110.0,1.0,92.45,143.17,1.09,3314.3,10.2,35.9
2111.0,1.5,99.78,144.32,1.1,3228.2,10.1,35.1
2112.0,1.4,90.85,149.52,1.06,3501.3,10.1,138.9
2113.0,1.0,94.78,149.92,1.08,3210.1,9.6,35.6
2114.0,1.0,93.45,135.66,1.11,3537.5,,35.4
2115.0,1.1,93.53,152.59,1.05,3113.6,9.9,35.7
2116.0,1.2,96.86,142.78,1.06,3465.5,110.2,35.8
2117.0,1.0,97.29,147.47,1.07,3229.8,10.0,35.4
2118.0,1.0,94.16,141.34,1.07,3156.8,10.2,35.6
2119.0,1.5,95.62,138.77,,3571.1,9.9,35.6
2120.0,1.1,97.26,143.37,1.09,3255.0,9.5,138.9
2121.0,1.2,97.32,150.39,1.05,3111.5,9.6,35.6
2122.0,1.5,95.69,141.65,1.08,3368.3,9.7,35.1
2123.0,1.5,,148.26,1.11,3280.8,10.1,138.9
2124.0,1.1,99.56,137.21,1.11,3082.9,9.9,35.9
2125.0,1.2,95.1,141.77,1.1,3544.4,9.7,36.8
2126.0,1.3,95.4,155.21,1.05,3465.6,9.6,36.2
2127.0,1.1,98.68,143.97,-98.95,3190.0,9.7,36.1
2128.0,1.0,92.71,135.79,1.08,3660.3,9.7,36.8
-10.329999999999998,1.1,,146.43,1.1,3690.9,10.1,36.9
2130.0,1.1,98.62,138.31,1.09,3650.1,10.0,36.6
2131.0,1.4,96.71,144.58,,3651.8,9.9,36.7
2132.0,1.2,94.41,150.73,1.05,3449.9,,36.2
2133.0,1.3,92.69,144.38,1.05,3328.1,9.6,36.8
2134.0,1.5,91.85,136.67,1.08,3642.1,9.9,36.0
2135.0,1.0,96.61,152.12,1.06,3420.3,10.1,36.5
2136.0,107.5,199.91,148.79,1.07,3341.5,9.8,36.5
,1.1,98.2,139.55,1.11,3535.7,9.9,36.4
2138.0,1.3,92.79,151.35,1.06,3314.7,9.9,36.3
2139.0,1.2,,142.59,1.09,3766.4,9.9,36.5
2140.0,1.0,99.47,148.65,1.05,3851.6,10.2,36.9
2141.0,1.4,93.37,140.35,1.05,3419.2,10.0,36.0
2142.0,1.2,92.98,147.49,1.06,3484.4,9.7,36.2
2143.0,1.2,92.74,142.98,1.05,3331.5,9.7,36.9
2144.0,1.3,96.33,143.13,1.1,3328.6,9.7,36.8
2145.0,,91.74,140.5,-98.95,3610.6,9.7,36.5
2146.0,1.5,92.22,142.99,1.08,3458.5,10.1,
2147.0,1.0,92.54,142.71,1.08,3866.4,9.5,36.4
2148.0,1.1,92.82,255.3056,1.09,3413.8,10.1,36.6
2149.0,1.5,97.17,151.47,1.06,2655.34,10.1,36.3
2150.0,1.5,94.27,140.39,1.07,3920.2799999999993,10.1,36.1
2151.0,1.1,,136.75,1.11,3369.6,9.7,36.5
2152.0,1.2,93.28,30.430000000000007,1.05,3480.5,110.2,36.2
2153.0,1.4,93.55,136.59,1.09,3819.4,9.9,36.7
2154.0,1.4,91.11,146.2,1.09,3821.8,9.7,36.4
2155.0,1.3,93.55,138.73,1.06,3752.5,9.8,36.8
2156.0,1.1,92.76,147.83,1.07,3375.3,9.8,36.5
2157.0,1.2,92.6,143.44,1.09,3841.2,,36.7
2158.0,1.4,94.56,137.33,1.09,3629.6,9.6,36.4
2159.0,1.3,91.4,143.3,1.06,3609.7,9.8,-65.5
2160.0,1.2,95.29,30.430000000000007,1.08,3787.7,10.0,36.4
2161.0,1.4,92.39,135.92,,3821.3,9.6,36.7
2162.0,-99.0,99.42,147.2,1.1,3664.1,10.2,36.2
2163.0,1.5,97.72,155.29,-98.95,3543.5,9.6,36.2
2164.0,,97.7,145.83,1.07,3643.7,10.0,36.5
,1.2,95.11,30.430000000000007,1.06,3342.8,9.7,36.7
2166.0,107.5,95.66,151.17,1.08,3816.8,,36.8
2167.0,1.0,93.91,146.41,1.07,3764.7,9.9,36.4
2168.0,,97.71,154.93,1.11,3582.9,9.9,36.9
2169.0,1.0,92.62,138.62,1.06,3301.1,9.9,36.7
2170.0,1.1,,148.77,1.09,3499.8,9.8,36.2
2171.0,1.0,98.31,148.59,1.08,3835.8,9.9,36.7
2172.0,1.1,97.97,141.71,1.07,3659.0,9.8,
2173.0,1.4,94.31,153.87,1.08,3456.2,10.1,36.4
2174.0,1.1,92.86,138.34,1.06,2655.34,9.5,36.1
2175.0,1.2,90.51,154.73,1.07,3533.3,9.6,36.3
2176.0,1.4,93.59,135.28,-98.95,3841.1,9.8,36.9
2177.0,1.1,95.46,155.78,1.09,3881.7,10.0,36.8
2178.0,1.1,91.36,150.92,1.09,3749.0,9.6,36.8
2179.0,1.3,92.15,142.43,1.1,3744.1,9.7,36.7
2180.0,1.4,92.59,154.27,101.11,3467.2,10.1,
2181.0,1.2,96.48,140.69,1.06,3920.2799999999993,10.1,36.5
2182.0,1.4,90.74,150.62,1.09,3566.6,,36.5
-10.329999999999998,107.5,95.89,139.63,,3744.8,9.6,36.4
2184.0,1.4,95.87,139.94,1.06,3337.1,9.6,36.9
2185.0,1.2,96.5,141.33,1.08,3507.1,10.0,36.1
2186.0,1.4,91.52,155.93,1.08,3780.4,9.6,36.1
2187.0,1.1,96.2,149.26,1.09,3881.0,9.9,36.8
8609.33,1.4,97.45,138.77,1.1,,9.6,-65.5
2189.0,1.2,96.65,,1.08,3398.7,9.9,36.4
-10.329999999999998,1.1,90.69,138.39,1.11,3576.4,9.8,36.7
2191.0,1.4,91.19,154.98,1.06,3797.6,9.6,36.3
2192.0,1.4,95.83,30.430000000000007,1.1,3834.2,10.0,37.8
2193.0,1.3,95.59,154.18,1.09,3303.2,,37.1
2194.0,1.5,,143.85,1.06,3518.3,9.8,37.9
2195.0,,96.5,144.45,1.07,3340.8,10.2,37.0
2196.0,1.0,199.91,151.59,1.08,3868.8,9.6,37.7
2197.0,1.2,95.65,149.71,1.05,3885.4,9.5,37.7
2198.0,107.5,90.27,139.22,1.09,,9.6,37.1
8609.33,1.1,99.87,137.55,1.09,3371.4,9.8,37.5
2200.0,1.5,95.54,149.26,-98.95,3330.0,10.2,37.6
2201.0,1.2,99.44,142.37,1.05,,10.1,37.6
2202.0,1.1,97.25,142.96,1.1,3446.8,9.8,37.8
2203.0,1.0,91.41,147.35,1.06,3830.8,9.8,37.1
2204.0,1.4,97.65,135.59,1.09,3591.6,10.2,37.9
2205.0,1.4,99.51,154.14,1.11,3554.0,10.1,37.4
2206.0,1.0,97.12,135.88,1.06,3583.6,9.9,37.9
2207.0,1.2,94.65,141.87,1.1,3362.5,110.2,37.2
2208.0,1.4,90.66,148.22,1.06,3756.0,10.0,37.3
8609.33,1.5,90.4,136.26,1.05,3464.5,10.2,37.0
2210.0,1.3,93.18,146.37,1.05,3887.1,110.2,
2211.0,1.2,92.48,147.5,1.11,3355.4,9.9,37.9
2212.0,1.1,99.25,153.95,1.09,3879.4,9.7,37.0
2213.0,1.3,96.66,135.42,1.08,3720.6,,37.2
2214.0,1.0,96.18,145.71,1.1,3762.8,9.6,37.7
2215.0,1.0,98.6,152.43,-98.95,3869.7,9.8,37.4
2216.0,1.4,92.16,144.38,1.11,,-90.5,37.9
2217.0,1.5,92.45,,-98.95,3506.5,9.6,37.5
2218.0,,91.28,143.79,1.07,3321.0,10.1,37.4
2219.0,1.4,99.35,142.73,1.11,3600.6,10.1,37.0
2220.0,1.2,99.34,137.18,1.05,3683.8,9.6,37.2
2221.0,-99.0,90.24,137.95,1.05,3766.2,10.2,37.7
2222.0,1.0,94.35,152.58,1.05,3335.4,9.6,37.3
2223.0,1.0,95.63,,1.11,3514.4,9.6,37.6
2224.0,1.2,97.97,141.18,1.08,3464.0,9.5,37.5
,1.5,93.55,145.46,1.1,3378.6,9.7,37.3
2226.0,1.1,91.67,151.2,1.05,3416.0,10.2,37.3
2227.0,1.5,90.92,137.24,1.07,3361.1,10.2,37.7
2228.0,1.3,93.93,145.28,1.07,3680.9,9.8,37.4
2229.0,1.4,92.9,147.69,1.08,3894.8,9.6,37.7
2230.0,1.4,92.1,,1.11,3809.5,10.0,37.2
2231.0,107.5,93.9,151.99,1.05,3743.4,9.9,37.0
2232.0,1.5,91.11,,1.1,3547.6,9.5,37.9
2233.0,1.4,96.7,139.84,1.05,3719.9,10.0,37.9
,1.5,92.81,141.6,1.1,3888.8,10.0,37.0
2235.0,1.0,91.39,138.88,1.1,,10.1,37.4
2236.0,1.3,93.73,142.29,1.05,3484.0,9.5,37.3
2237.0,107.5,92.53,148.46,1.1,2655.34,9.9,
2238.0,1.3,93.76,255.3056,-98.95,3893.9,9.5,37.3
2239.0,107.5,90.16,255.3056,1.05,3398.5,9.7,37.4
2240.0,1.2,92.24,143.33,1.08,3590.5,10.0,37.3
2241.0,,91.47,149.43,1.1,3530.2,9.5,37.2
2242.0,1.1,93.59,148.23,1.1,3793.4,9.5,37.6
2243.0,1.2,97.51,145.55,1.05,3638.9,10.2,37.8
-10.329999999999998,1.3,99.34,146.12,1.06,3785.1,9.7,37.6
2245.0,1.0,97.34,138.56,1.05,3722.0,9.9,37.7
2246.0,1.1,94.11,151.31,1.08,3606.3,9.6,
2247.0,1.1,94.27,143.58,1.1,3708.4,9.6,37.0
2248.0,1.4,91.88,140.49,1.1,3697.2,9.5,37.4
2249.0,1.4,91.56,138.23,1.11,3342.4,9.5,37.3
2250.0,1.1,94.53,148.54,1.07,3878.6,9.6,138.9
2251.0,1.3,93.6,30.430000000000007,1.09,3581.5,9.7,-65.5
2252.0,1.3,95.65,139.5,1.06,3896.8,10.2,
2253.0,,90.66,151.99,1.06,3525.2,9.7,37.8
2254.0,4.1,93.17,150.54,1.07,3821.6,9.8,37.0
2255.0,-99.0,95.9,141.54,1.09,3483.0,,37.1
2256.0,4.2,98.35,142.4,1.1,3888.2,110.2,37.6
2257.0,4.2,92.3,,1.09,3376.3,10.1,37.5
2258.0,4.1,92.41,149.93,1.06,3633.8,110.2,37.4
2259.0,4.6,96.85,,1.1,3570.6,9.9,37.7
2260.0,4.6,,152.76,1.06,3667.0,9.8,37.0
2261.0,4.4,91.66,144.64,1.06,3535.8,,37.7
2262.0,4.4,91.34,143.57,1.08,3688.5,,37.5
2263.0,4.5,97.89,155.12,1.06,3716.9,9.5,37.6
2264.0,4.4,199.91,141.76,,3630.9,110.2,37.5
8609.33,4.5,96.29,255.3056,1.05,3600.9,9.8,37.6
2266.0,4.5,90.38,137.78,1.09,3389.7,9.5,37.1
2267.0,4.1,97.7,149.76,1.11,3920.2799999999993,9.5,37.6
2268.0,4.5,92.17,143.86,1.1,3422.1,9.8,37.9
2269.0,4.3,91.97,141.37,-98.95,3730.0,-90.5,
2270.0,4.1,97.65,30.430000000000007,101.11,3559.1,9.8,
2271.0,4.1,94.27,,1.09,3465.6,9.5,37.6
2272.0,,93.82,142.88,1.08,3920.2799999999993,9.9,37.6
2273.0,4.1,90.99,140.43,,3870.9,10.0,37.7
2274.0,4.6,,154.24,1.07,3511.0,9.7,37.4
2275.0,4.5,94.63,152.54,1.08,3580.8,10.1,37.3
2276.0,4.4,94.26,,1.1,3478.4,9.9,37.9
2277.0,4.1,95.75,151.29,1.05,3873.8,9.8,37.5
,4.3,97.46,143.47,1.05,3524.9,9.6,37.3
2279.0,,98.14,145.79,1.08,3714.3,10.2,37.5
2280.0,,97.79,143.56,1.07,3788.4,9.8,37.6
2281.0,4.3,-9.819999999999993,137.12,1.11,3577.4,9.7,37.0
2282.0,4.4,91.36,154.2,1.05,3531.5,9.7,37.6
2283.0,-99.0,98.36,141.47,1.09,3749.9,10.0,
2284.0,4.6,91.66,154.2,1.1,3829.0,10.2,37.1
2285.0,4.3,99.41,144.61,1.07,3827.4,10.0,37.0
2286.0,4.6,,143.14,1.09,3396.7,-90.5,37.5
2287.0,4.5,95.31,145.89,1.07,2655.34,9.5,37.2
2288.0,4.5,99.3,155.56,1.09,3463.8,9.8,37.5
2289.0,4.1,90.95,150.86,1.06,3462.4,10.0,37.9
2290.0,4.5,90.57,146.24,1.06,3400.2,9.7,37.4
2291.0,4.5,90.47,151.5,1.11,3684.9,,37.8
,4.1,99.18,255.3056,1.06,3278.1,10.2,37.3
2293.0,4.6,91.93,136.48,1.06,3141.9,10.2,37.4
2294.0,107.5,95.4,,1.08,3313.1,9.6,-65.5
2295.0,4.5,,138.76,1.08,3393.2,9.7,37.9
2296.0,4.4,99.92,151.21,1.08,3547.2,10.0,37.5
2297.0,4.5,98.58,150.82,1.05,3208.1,9.7,37.3
2298.0,4.3,93.11,141.29,1.11,3173.0,9.6,37.1
2299.0,4.3,92.26,135.26,1.11,3494.9,9.6,37.4
2300.0,4.2,95.61,136.26,1.07,3221.8,9.5,37.8
2301.0,4.6,98.69,140.22,1.11,3222.3,10.2,37.9
2302.0,4.4,92.99,148.4,1.11,,9.9,37.9
2303.0,4.2,96.31,135.43,1.09,3326.3,9.5,37.8
2304.0,4.6,95.29,148.59,1.11,3475.4,9.9,
2305.0,4.3,99.42,,1.07,3551.0,10.1,37.6
2306.0,4.6,99.75,,1.06,3526.1,10.2,37.1
2307.0,4.3,92.41,138.48,1.09,3140.0,10.2,37.6
2308.0,4.2,92.29,145.16,1.09,3173.1,10.0,37.6
2309.0,4.2,94.65,146.26,1.11,3606.2,9.7,37.3
2310.0,4.1,,150.6,1.11,3320.5,-90.5,37.9
2311.0,,95.33,152.74,1.07,3920.2799999999993,10.2,37.3
2312.0,107.5,94.31,135.86,1.09,3176.5,9.7,37.2
2313.0,4.6,97.13,149.6,1.07,3290.6,10.0,37.2
2314.0,4.2,98.48,255.3056,1.1,3437.7,9.6,37.4
2315.0,4.4,93.52,145.39,1.1,3342.1,10.2,37.9
2316.0,4.5,97.38,136.94,-98.95,3196.2,9.6,37.6
2317.0,4.2,99.72,141.39,1.11,3482.0,10.2,
2318.0,4.2,94.9,138.8,1.09,3482.1,10.2,37.2
2319.0,4.1,94.9,148.4,1.1,3303.2,10.2,
2320.0,4.3,95.82,151.92,-98.95,3571.7,10.0,37.3
2321.0,4.4,99.5,145.2,-98.95,,9.7,37.6
,4.6,95.69,30.430000000000007,1.05,3211.4,9.9,37.2
2323.0,4.6,90.15,136.62,1.07,3262.3,9.6,37.3
2324.0,4.6,93.35,141.57,1.1,3611.4,9.6,37.1
2325.0,4.2,97.47,139.87,,3446.6,9.5,37.6
2326.0,4.5,93.57,142.25,,3287.5,10.2,37.4
,4.6,96.47,142.45,1.1,3229.6,9.9,37.3
2328.0,4.4,93.74,144.82,1.07,3677.5,10.0,37.1
2329.0,4.5,95.87,154.94,1.06,3254.7,9.5,37.0
2330.0,4.5,99.74,145.55,1.09,3597.9,9.8,37.9
2331.0,4.3,90.31,153.16,1.07,3138.1,10.2,36.7
2332.0,4.2,99.65,149.69,101.11,3529.3,-90.5,36.5
2333.0,4.4,92.55,152.31,1.08,3290.6,9.9,36.8
2334.0,-99.0,98.68,143.93,1.09,3354.0,9.5,37.0
2335.0,4.3,94.37,153.98,1.06,3503.4,10.0,36.8
2336.0,4.5,,255.3056,1.08,3561.8,9.6,37.3
2337.0,4.4,91.68,146.31,1.11,3272.7,10.1,36.6
2338.0,4.2,,145.83,1.11,3444.3,9.5,37.3
2339.0,4.3,91.21,151.23,1.07,2655.34,10.0,36.5
2340.0,4.2,96.74,135.13,1.05,3184.0,9.7,36.7
-10.329999999999998,4.2,93.74,135.51,1.11,3450.6,10.0,37.0
,4.3,91.1,30.430000000000007,1.06,3393.9,10.1,36.8
-10.329999999999998,4.3,99.31,150.51,1.11,3234.5,10.2,
2344.0,4.2,91.3,143.44,1.06,3262.7,10.1,37.0
2345.0,4.5,,150.19,1.06,3643.3,9.6,37.3
-10.329999999999998,,97.22,135.8,1.06,3145.7,9.9,37.4
2347.0,4.5,97.55,144.13,1.05,3124.1,,37.1
2348.0,4.2,97.31,152.75,1.05,3521.2,9.7,37.0
2349.0,4.5,99.73,150.28,1.05,3620.8,9.5,37.3
2350.0,4.6,95.2,146.49,1.11,3544.9,10.1,37.1
2351.0,4.4,95.71,152.25,1.1,3384.8,110.2,36.6
2352.0,4.4,95.41,143.91,1.05,3151.0,10.0,36.6
2353.0,4.2,91.7,152.98,,3251.8,10.2,37.4
2354.0,4.5,97.57,255.3056,1.06,3168.1,10.1,37.0
2355.0,4.2,90.48,30.430000000000007,1.09,3195.8,9.5,36.9
-10.329999999999998,4.6,96.36,138.7,,3649.5,110.2,36.6
2357.0,4.6,94.19,152.91,1.08,3411.6,9.9,36.7
2358.0,4.2,96.36,255.3056,1.08,3671.6,10.1,37.2
2359.0,4.2,-9.819999999999993,146.27,1.07,3492.4,9.5,36.7
2360.0,4.3,98.27,150.49,1.09,,9.6,37.1
2361.0,,99.62,140.26,1.1,3591.9,9.6,37.2
2362.0,4.5,,30.430000000000007,1.08,3216.7,9.7,37.1
2363.0,4.4,99.63,138.35,1.05,3160.1,9.5,37.0
2364.0,4.5,96.89,145.95,-98.95,3182.1,9.6,36.5
2365.0,4.4,91.77,137.23,1.11,3534.5,10.0,-65.5
2366.0,-99.0,98.2,145.6,1.06,3520.8,9.9,37.3
2367.0,4.4,91.71,144.56,1.09,3422.9,10.2,37.3
2368.0,4.6,99.32,30.430000000000007,1.09,3196.0,9.8,37.0
2369.0,4.4,92.23,30.430000000000007,1.06,2655.34,9.7,36.6
2370.0,4.3,99.55,154.84,-98.95,3920.2799999999993,9.5,37.2
2371.0,4.5,95.91,,1.1,3628.1,9.7,37.3
2372.0,4.6,94.51,155.85,1.08,3457.0,10.0,37.3
8609.33,107.5,91.47,135.75,,3498.2,9.9,36.7
2374.0,4.2,94.69,137.64,1.05,3444.9,9.9,
,-99.0,96.74,30.430000000000007,1.09,3535.0,10.1,37.4
2376.0,4.3,94.36,138.21,1.1,3365.2,9.6,36.6
-10.329999999999998,4.1,98.68,255.3056,1.1,3321.9,9.7,37.3
2378.0,4.2,92.73,148.86,101.11,3625.6,9.9,37.4
2379.0,,92.59,140.61,1.08,3121.6,9.9,36.8
2380.0,4.3,95.15,139.33,1.06,3315.8,10.1,37.3
2381.0,4.2,99.17,153.84,1.07,3120.1,10.1,37.1
2382.0,4.6,95.53,139.47,1.06,3699.2,9.6,37.1
2383.0,4.4,90.13,135.22,1.05,3347.4,9.6,37.0
2384.0,4.5,99.91,151.66,1.07,3563.8,9.7,37.0
2385.0,4.1,93.89,153.24,1.11,3396.4,-90.5,36.6
2386.0,4.3,90.28,135.56,1.11,3208.3,,36.7
2387.0,4.6,98.89,136.45,1.09,3142.4,9.5,36.6
2388.0,4.3,93.32,154.7,1.05,3223.6,10.0,37.4
2389.0,4.5,95.82,144.91,1.07,3265.4,9.9,36.8
2390.0,4.5,90.69,146.84,1.11,3134.7,9.9,37.4
2391.0,4.4,,137.16,1.11,3617.2,9.9,36.6
2392.0,4.1,93.28,,1.09,3282.2,10.2,36.5
2393.0,4.5,92.78,142.56,1.11,3418.8,9.8,
2394.0,4.3,92.85,145.73,-98.95,3920.2799999999993,10.0,37.0
2395.0,4.2,98.85,137.37,-98.95,3433.5,9.8,36.8
2396.0,4.2,-9.819999999999993,153.19,1.09,3565.1,10.2,37.3
2397.0,4.6,93.62,147.46,1.05,3628.1,9.8,37.0
2398.0,4.2,98.55,151.75,1.11,3242.9,9.5,
2399.0,4.5,94.82,136.95,1.1,3363.4,9.8,37.0
2400.0,4.1,93.1,142.13,1.07,3156.0,10.1,37.4
2401.0,4.5,93.4,148.73,1.09,3237.3,10.0,37.1
2402.0,4.3,92.61,142.8,1.11,,9.5,37.3
2403.0,4.6,95.99,136.6,1.06,3690.4,10.1,36.8
2404.0,4.4,91.49,143.46,1.1,3393.7,10.2,36.7
2405.0,4.1,98.86,141.83,1.11,3567.5,9.6,37.1
2406.0,,96.41,148.96,1.1,3239.7,9.7,37.1
2407.0,,95.56,140.22,1.09,3502.6,9.5,36.8
,4.1,96.45,155.67,-98.95,3618.5,9.8,-65.5
2409.0,4.2,91.23,153.66,1.1,3614.8,-90.5,37.3
2410.0,4.4,90.32,135.88,1.07,3295.0,9.6,37.2
2411.0,107.5,94.51,30.430000000000007,1.06,3195.1,9.7,37.4
2412.0,,90.28,142.1,1.05,3672.7,9.6,36.6
2413.0,4.3,94.48,149.26,1.07,3471.5,10.0,37.1
,4.1,95.2,136.25,1.06,2655.34,9.6,36.9
2415.0,4.5,93.84,148.93,1.09,,10.2,36.9
2416.0,4.6,99.72,151.61,1.09,3338.4,10.1,37.4
,4.4,91.15,30.430000000000007,1.06,3309.5,9.7,-65.5
2418.0,4.3,95.93,152.25,1.11,3669.1,10.0,37.1
2419.0,4.3,99.67,135.23,1.05,3383.3,9.6,36.5
2420.0,4.1,91.58,140.54,1.06,3377.1,9.7,
2421.0,4.2,93.56,138.41,1.06,3686.4,9.6,37.3
2422.0,4.1,99.97,145.91,1.1,3496.8,9.7,138.9
2423.0,4.6,95.44,144.52,1.07,3151.8,9.6,37.2
2424.0,107.5,91.21,145.42,1.1,3325.2,9.6,37.3
2425.0,4.4,96.98,138.48,1.08,3482.5,110.2,36.8
2426.0,4.2,95.6,154.21,1.09,3199.9,9.9,36.9
2427.0,4.3,91.19,135.21,1.08,3472.5,,36.6
8609.33,4.4,98.76,142.15,1.08,3291.5,10.2,36.6
2429.0,4.3,90.87,136.26,1.07,3040.3,9.9,37.3
2430.0,4.2,96.19,136.75,1.1,3187.7,10.0,36.5
2431.0,,96.52,30.430000000000007,1.1,3171.5,9.7,37.3
2432.0,4.5,92.31,137.81,1.1,2655.34,9.9,37.2
2433.0,4.3,99.48,255.3056,1.06,3499.2,10.2,36.8
2434.0,4.2,97.32,137.1,1.05,,10.1,36.7
2435.0,,97.3,143.13,1.06,3377.9,9.7,36.5
2436.0,4.1,94.69,152.87,1.05,3272.4,10.0,37.4
2437.0,4.1,93.71,147.8,1.11,3271.3,9.8,36.7
,4.1,96.92,140.33,1.11,3078.7,10.0,37.0
2439.0,4.5,95.61,139.37,1.06,3431.4,10.1,37.0
2440.0,4.3,97.74,150.6,1.06,3294.4,10.2,36.8
2441.0,4.4,199.91,153.23,1.08,3094.1,10.1,36.9
2442.0,4.4,91.8,138.45,1.08,3501.7,9.7,37.2
2443.0,4.4,98.67,145.87,1.09,3140.9,10.1,37.4
2444.0,4.4,,144.8,1.09,3362.2,10.1,37.3
2445.0,4.5,93.87,137.26,1.11,3120.7,10.0,37.3
2446.0,4.6,,142.41,1.1,3236.1,9.7,37.1
2447.0,4.4,90.57,147.81,1.09,3332.0,9.8,-65.5
2448.0,4.2,97.95,135.2,1.11,3201.4,10.2,36.8
2449.0,107.5,98.8,149.96,1.1,3411.8,10.2,36.8
2450.0,,96.52,141.67,101.11,3420.3,9.7,36.5
2451.0,4.1,98.48,143.61,1.07,3130.1,10.2,36.1
2452.0,4.2,98.99,154.8,1.05,3445.0,9.5,36.2
2453.0,,94.71,143.37,1.11,3340.5,9.6,36.3
2454.0,4.2,96.43,138.99,1.11,3920.2799999999993,9.6,36.6
2455.0,4.6,99.34,,1.06,3211.0,10.0,36.8
2456.0,-99.0,98.68,138.1,1.09,3384.3,10.1,36.1
-10.329999999999998,4.5,94.21,152.83,1.08,3300.9,9.8,36.7
2458.0,4.6,97.9,30.430000000000007,1.11,3407.9,9.9,36.1
2459.0,,99.41,146.58,1.08,3374.1,10.2,36.0
