,F_f,F_u,F_in,rho_u,T_o,tau_imp,h_bm
1777,7.3,97.81,149.96,1.05,2737.7,9.9,36.8
1778,7.2,99.71,140.18,1.11,2913.8,10,36.9
1779,7,90.75,148.76,1.06,2865.6,10.1,36.4
1780,7.3,93.35,140.18,1.08,2724.8,9.6,36.9
1781,7.1,94.28,140.78,1.11,2954.8,9.6,36.1
1782,7,99.79,143.95,1.05,2811.8,10,36.7
1783,7.3,90.13,133.14,1.06,2739,9.8,36.5
1784,7.4,97.4,132.78,1.08,2935.2,9.8,36.7
1785,7,91.72,150.67,1.06,2895.6,9.6,36.7
1786,7.3,98.47,140.83,1.11,2750.5,10,36.8
1787,7.1,92.64,149.97,1.05,2967.1,10,36.7
1788,7.1,92.54,131.25,1.1,2837.5,9.5,36.5
1789,7.3,95.23,143.8,1.1,2857.4,10.1,36.6
1790,7,96.63,147.81,1.06,2900.9,10.1,36.1
1791,7,93.45,131.79,1.05,2999,10.2,36.2
1792,7.5,91.33,137.23,1.08,2886.6,10.2,36.8
1793,7.2,97.69,148.92,1.06,2765.5,9.6,36
1794,7.1,96.46,144.26,1.05,2905.2,9.8,36.4
1795,7.4,92.8,148.74,1.07,2969.3,10,36.1
1796,7.1,98.18,133.38,1.05,2751.6,10,36.3
1797,7.2,90.79,140.63,1.09,2823.4,10.1,36.2
1798,7.2,99.32,146.19,1.07,2754.8,10.1,36.8
1799,7,92.27,131.5,1.09,2789.3,10,36.1
1800,7.5,99.68,145.52,1.1,2802.3,10.1,36.9
1801,7.2,90.2,131.3,1.08,2837.6,10,36.9
1802,7.1,91.87,133.69,1.08,2848.8,9.8,36.8
1803,7.4,95.78,135.97,1.11,2982.9,9.8,36.5
1804,7.3,96.82,150.11,1.05,2996.4,9.9,36.7
1805,7.5,91.43,146.15,1.05,2894.4,10.2,36.4
1806,7,95.62,148.76,1.06,2957.6,9.5,36.4
1807,7.5,91.33,144.5,1.07,2898.2,9.9,36
1808,7.3,96.26,136.63,1.11,2806.4,10.1,36.8
1809,7.2,98.79,144.49,1.09,2979.8,9.9,36
1810,7.3,94.64,132.96,1.11,2789.1,10.1,36.7
1811,7.5,97.86,145.79,1.07,2726.8,9.6,36.9
1812,7.2,94.61,149.46,1.06,2855.7,10.2,36
1813,7,99.72,148.22,1.1,2818.9,10.2,36.7
1814,7.4,90.78,146.2,1.08,2779.5,9.9,36.1
1815,7.4,92.24,140.21,1.09,2768.3,10.2,36
1816,7.4,93.82,146.56,1.06,2717,9.5,36.7
1817,7.3,96.24,131.38,1.11,2746.7,10.1,36.5
1818,7.5,94.35,138.28,1.09,2947.6,9.8,36.3
1819,7.4,93.28,143.75,1.11,2836.1,9.5,36.1
1820,7,91.43,148.32,1.08,2963.2,9.7,36.9
1821,7.3,95.94,145.56,1.09,2870.2,9.9,36.2
1822,7,97.37,143.26,1.07,2863.7,10.1,36.9
1823,7.4,99.5,130.31,1.06,2735.5,9.9,36.1
1824,7.1,93.92,138.43,1.08,2886.4,9.7,36.7
1825,7.3,98.84,136.97,1.06,2914,9.8,36
1826,7.3,97.38,148.22,1.07,2711.7,9.6,36.5
1827,7,98.44,141.54,1.11,2723,9.6,36.1
1828,7.3,90.21,145.83,1.08,2867.3,9.7,36.4
1829,7.4,94.88,147.87,1.08,2703.5,9.8,36.9
1830,7.3,96.93,142.63,1.05,2724.3,9.8,36
1831,7,90.75,142.8,1.11,2786.5,10,36.6
1832,7,90.46,139.88,1.11,2756.2,9.8,36.7
1833,7.4,90.1,147.46,1.07,2940.6,10.2,36.1
1834,7,95.7,145.25,1.11,2855,9.5,36.3
1835,7,92.15,140.54,1.08,2889,9.9,36.4
1836,7.4,99.7,134.34,1.08,2733.2,9.6,36.3
1837,7.5,90.37,146.88,1.1,2846.9,9.9,36
1838,7.3,93.53,132.31,1.11,2960.7,9.7,36
1839,7.4,98.6,145.43,1.11,2919,9.9,36.8
1840,7.2,91.44,144.43,1.05,2876.7,9.7,36.9
1841,7.1,90.48,139.48,1.1,2780.6,9.7,36.9
1842,7.4,97.49,133.86,1.05,2710.5,9.8,36.2
1843,7,90.37,140.91,1.09,2831.9,9.6,36.2
1844,7.1,93.71,141.88,1.06,2748,9.8,36.6
1845,7.2,91.27,135.12,1.07,2823.7,9.8,36.5
1846,7,95.64,136.59,1.07,2959.8,10.2,36.1
1847,7.2,90.16,147.77,1.08,2890.8,9.8,36.8
1848,7.2,91.81,131.76,1.08,2795.6,9.9,36.4
1849,7.1,90.4,143.91,1.1,2725.8,9.7,36.7
1850,7.1,91.38,146.29,1.07,2763.5,9.8,36.6
1851,7.4,99.57,138.13,1.08,2862,9.7,36.6
1852,7,96.66,131.36,1.05,2928.5,9.5,36.3
1853,7.5,98.31,136.81,1.06,2882.5,9.5,36.5
1854,7.3,90.23,140.82,1.08,2836.2,9.6,36.2
1855,7,90.18,135.12,1.05,2720.8,9.8,36.3
1856,7.3,91.66,134.68,1.06,2924.6,9.7,36.8
1857,7.4,92.56,130.51,1.05,2907.4,9.8,36.6
1858,7.1,93.1,131.97,1.06,2711.3,10.1,36.5
1859,7.5,97.95,144.61,1.09,2817.5,10.2,36.8
1860,7.2,92.79,150.48,1.05,2840.3,9.8,36.1
1861,7,97.72,150.87,1.08,2735.2,9.9,36.3
1862,7.4,93.62,148.36,1.11,2892.8,9.9,36.6
1863,7.4,99.19,145.39,1.06,2908.7,10,36.9
1864,7.3,97.52,136.75,1.06,2731.8,10.2,36
1865,7.3,93.15,138.74,1.09,2760.1,9.8,36.7
1866,7.4,97.47,148.55,1.07,2917.9,9.8,36.8
1867,7.2,92.59,146.31,1.11,2890.8,9.6,36
1868,7.3,96.31,133.54,1.08,2815,10.2,36.7
1869,7.3,95.81,139.54,1.07,2781,9.8,36.3
1870,7.5,99.13,137.69,1.09,2796.9,9.6,36.9
1871,7.1,97.98,143.1,1.08,2846.5,9.7,36.5
1872,7,95.67,136.78,1.07,2887,10.2,36.5
1873,7.1,92.45,130.29,1.1,2911.2,10.2,36.1
1874,7.5,94.65,142.71,1.11,2809.2,10.2,36.8
1875,7.5,98.12,130.5,1.08,2862.7,9.7,36.6
1876,7.3,94.34,139.67,1.08,2947.2,10.1,36.6
1877,7.1,93.88,139.98,1.07,2754.7,9.8,36.2
1878,7.2,98.26,130.22,1.1,2908.4,10.2,36.3
1879,7,97.51,136.66,1.07,2787,9.7,36.3
1880,7,97.15,134.88,1.09,2999.1,9.6,36.7
1881,7,90.69,132.77,1.07,2778.1,9.6,36.4
1882,7.4,99.26,143.18,1.06,2755.9,9.8,36.5
1883,1.4,99.45,132.19,1.08,3043.5,9.9,36.8
1884,1.1,94.19,138.54,1.09,3085.1,9.5,37.2
1885,1.4,91.88,142.83,1.05,3049.6,10.2,37.3
1886,1.1,93.44,149.43,1.1,3060,9.5,37.1
1887,1.5,97.62,143.28,1.11,3053.2,10.1,37
1888,1.4,91.56,148.31,1.06,3000,10,36.9
1889,1.2,98.67,140.86,1.07,3012.2,9.6,37.4
1890,1.5,91.24,145.73,1.06,3066.8,10,36.9
1891,1.2,97.83,147.9,1.06,3006.5,9.8,36.6
1892,1.1,93.31,143.28,1.11,3058.8,9.6,36.6
1893,1.5,92.72,143.74,1.05,3019.7,9.5,36.6
1894,1.2,90.85,147.64,1.11,3021.1,9.6,37.2
1895,1.1,97.67,144.22,1.1,3064.2,9.8,36.8
1896,1.3,96.7,130.45,1.05,3255.1,9.7,36.5
1897,1.1,99.78,142.78,1.07,3220.1,9.6,36.9
1898,1.5,98.14,145.15,1.05,3100.7,9.8,37.2
1899,1.4,98.47,131.78,1.05,3305.3,10,37.3
1900,1.3,92.72,146.58,1.11,3292.9,10.2,36.7
1901,1.1,94.24,135.65,1.09,3091.3,9.9,36.6
1902,1.3,97.62,132.28,1.08,3235.9,10.1,36.8
1903,1.5,91.48,150.42,1.1,3243,9.9,36.9
1904,1.3,98.34,137.18,1.09,3162.3,10.1,37.1
1905,1.1,98.72,140.83,1.08,3254.8,10.1,36.9
1906,1.2,99.87,148.89,1.11,3147.3,9.6,37.3
1907,1.5,99.37,133.96,1.09,3144.1,10,37.4
1908,1,97.59,135.67,1.1,3298.4,9.9,37
1909,1.3,99.97,136.34,1.07,3266.5,9.6,37.3
1910,1.5,97.44,147.22,1.08,3164.1,9.8,37.2
1911,1.3,92.56,133.11,1.05,3224.3,9.9,36.9
1912,1.4,93.72,149.1,1.09,3268,9.8,36.6
1913,1.2,99.23,143.1,1.1,3262.1,10.2,36.8
1914,1.1,92.74,147.15,1.06,3173.9,10.1,36.9
1915,1.3,92.56,130.36,1.09,3084.6,9.7,36.6
1916,1.2,94.96,136.17,1.11,3022.2,9.8,36.7
1917,1,91.8,135.43,1.05,3106.8,9.9,36.7
1918,1,91.79,130.64,1.11,3308.4,9.6,37
1919,1.1,99.52,148.9,1.05,3209.8,9.7,36.6
1920,1.4,92.53,139.58,1.1,3185.1,9.8,37.3
1921,1.5,95.65,148.39,1.1,3279.7,9.9,37.4
1922,1,94.11,130.29,1.06,3112.4,9.9,37.2
1923,1.4,93.35,144.67,1.11,3263.2,10,36.8
1924,1,93.44,137.28,1.11,3298.3,9.6,37
1925,1.5,95.99,134.65,1.11,3080.3,10.2,36.9
1926,1.1,93.82,136.68,1.06,3178.9,10.2,37.3
1927,1,98.59,133.94,1.06,3055.2,10.2,37
1928,1,98.42,135.33,1.07,3096.4,9.7,36.7
1929,1.2,93.41,144.79,1.08,3283.1,10,37.1
1930,1.3,91.56,141.97,1.09,3085,10.1,37.4
1931,1.5,98.89,142.19,1.11,3197.6,9.6,36.7
1932,1.5,97.99,134.48,1.11,3084.8,9.8,36.5
1933,1,91.55,133.35,1.09,3116.9,9.9,36.6
1934,1.1,98.82,142.35,1.07,3236.4,10.1,37.2
1935,1.3,99.13,137.35,1.07,3283.2,9.6,37.4
1936,1.4,90.87,132.82,1.07,3108.9,9.5,36.6
1937,1.1,93.26,139.38,1.06,3190.4,10.1,37.2
1938,1.2,92.61,146.6,1.07,3203.2,9.9,37.4
1939,1.2,97.97,142.7,1.06,3271.9,10.1,36.9
1940,1.4,99.88,136.17,1.09,3144.7,9.6,37.3
1941,1.5,94.57,132.68,1.09,3234.4,9.8,36.6
1942,1.3,93.61,143.21,1.07,3172.5,9.9,37.2
1943,1.4,99.55,149.21,1.06,3149.3,9.6,37.1
1944,1.1,97.16,137.12,1.07,3021.1,10,36.9
1945,1,98.54,143.69,1.11,3115.7,9.7,37.1
1946,1,96.87,148.36,1.05,3219.3,9.8,36.6
1947,1,91.81,137.75,1.06,3088.5,10.2,37.4
1948,1.3,93.4,131.66,1.07,3020.5,9.7,37.4
1949,1.4,99.63,137.96,1.07,3291.9,10,37.6
1950,1.5,95.65,139.86,1.05,3018,10.2,37.1
1951,1.1,98.42,140.56,1.05,3202.5,9.7,37
1952,1.5,96.19,130.74,1.06,3041.6,9.7,37.2
1953,1.1,92.3,140.39,1.11,3009.8,9.9,37.2
1954,1,94.21,145.66,1.11,3287.3,9.5,37.9
1955,1.3,93.39,147.31,1.09,3281.5,10.1,37.2
1956,1.3,94.84,140.24,1.07,3442.4,9.6,37
1957,1,90.41,145.25,1.1,3311.9,9.8,37.2
1958,1.4,92.67,138.99,1.09,3439.6,9.5,37.6
1959,1.2,92.14,142.6,1.05,3428.4,10,37.8
1960,1.1,91.67,139.37,1.1,3491.9,10.2,37.5
1961,1.1,93.76,140.72,1.1,3602.9,9.7,37.3
1962,1.2,91.98,140.52,1.1,3225.1,10.2,37.6
1963,1,93.64,149.59,1.07,3441.6,10.2,37
1964,1.3,93.95,142.25,1.06,3383.6,9.6,37.9
1965,1,96.65,134.41,1.1,3520.1,10,37.1
1966,1.1,92.45,147.45,1.09,3206.1,9.6,37.1
1967,1,98.27,146.64,1.1,3202.3,10.2,37.6
1968,1.5,99.92,145.9,1.11,3501.3,9.5,37.8
1969,1.4,98.63,133.83,1.11,3504.6,9.8,37.7
1970,1.2,98.91,131.52,1.05,3249.9,9.6,37.6
1971,1.2,91.57,145.57,1.09,3248.3,9.6,37.2
1972,1.5,92.45,130.65,1.09,3571.7,10,37
1973,1.1,95.24,142.55,1.11,3467.2,10.1,37.3
1974,1.5,99.44,139.59,1.06,3448,9.6,37.5
1975,1.5,95.6,141.78,1.06,3374.5,10.1,37.5
1976,1.2,91.2,130.56,1.06,3271,9.5,37.5
1977,1.1,97.47,148.48,1.07,3551.7,9.7,37.3
1978,1.3,97.74,138.67,1.1,3272.8,10.2,37.7
1979,1.5,92.13,143.68,1.1,3328.4,9.6,37.9
1980,1.4,90.13,141.91,1.11,3278.2,9.8,37.8
1981,1.3,99.66,135.41,1.1,3315.3,9.5,37.5
1982,1.2,93.12,138.42,1.07,3488.9,9.6,37.3
1983,1.2,96.58,132.59,1.08,3227.9,10,37.2
1984,1,93.68,148.45,1.1,3555.7,9.8,37.9
1985,1.3,95.19,136.81,1.1,3565,10.2,37.2
1986,1.3,92.4,132.99,1.06,3542.4,9.6,37.1
1987,1,99.11,132.59,1.07,3355.9,9.7,37.7
1988,1.5,92.96,146.48,1.06,3446.1,10.2,37.3
1989,1.3,90.45,137.31,1.05,3378.7,9.7,37.9
1990,1,92.72,136.94,1.08,3467,9.8,37.3
1991,1,98.44,138.32,1.07,3543.7,9.9,37.3
1992,1.2,95.86,131.41,1.07,3265.9,9.6,37.5
1993,1.4,95.24,130.71,1.05,3468.1,9.6,37.4
1994,1.3,92.29,138.47,1.08,3295.8,9.9,37
1995,1.1,97.61,133.81,1.11,3565.2,9.5,37.7
1996,1.1,93.42,140.41,1.1,3549.6,10.2,37.8
1997,1.1,95.28,131.81,1.05,3441.6,9.8,37.3
1998,1.5,91.52,150.45,1.1,3576,9.9,37
1999,1.2,92.43,132.4,1.05,3345,9.9,37.6
2000,1.1,91.85,135.8,1.08,3881.5,9.9,37.3
2001,1.2,96.25,141.88,1.11,3750.5,9.7,37.5
2002,1,91.61,143.25,1.1,3359.9,9.6,37.8
2003,1.3,99.94,140.86,1.09,3637.3,9.8,37.2
2004,1.4,95.64,135.85,1.1,3351.7,10,37.2
2005,1.5,93.57,146.61,1.1,3491.8,10.2,37.9
2006,1.5,97.9,143.18,1.06,3658.5,9.7,37.7
2007,1.3,96.87,133.77,1.11,3303.9,9.9,37.1
2008,1.1,96.4,144.16,1.09,3515.7,10.1,37.7
2009,1.4,90.26,138.5,1.06,3641.1,9.5,37.8
2010,1,96.12,134.93,1.05,3497.7,9.6,37.3
2011,1.4,96.69,130.72,1.08,3313.4,10,37.5
2012,1.2,97.8,141.85,1.09,3566.8,10.1,37.4
2013,1.4,90.56,139.28,1.07,3323.3,9.5,37.3
2014,1.1,97.33,135.5,1.06,3669.5,10.1,37.7
2015,1.3,96.58,143.92,1.09,3355.1,10.2,37.3
2016,1.2,99.19,139.65,1.06,3596.7,9.7,37.7
2017,1,90.1,145.84,1.1,3582.1,10.1,37.6
2018,1.4,92.44,147.59,1.05,3700.7,10.1,37.2
2019,1.4,90.21,139.43,1.11,3695.5,10,37.8
2020,1,99.65,132.12,1.05,3731,10,37.1
2021,1.2,98.36,132.41,1.05,3787.5,9.5,37.7
2022,1.4,99.43,147.5,1.11,3900.7,9.6,37.5
2023,1.4,90.16,134.99,1.11,3332.4,9.6,37.1
2024,1.4,90.9,134.11,1.05,3380.8,10.2,37.4
2025,1.1,94.6,130.86,1.06,3790.8,9.9,37.5
2026,1.5,95.27,137.18,1.11,3447.2,10,37
2027,1.4,96.24,133.99,1.06,3405.7,10.1,37.5
2028,1.2,98.6,134.93,1.1,3621.7,9.9,37.2
2029,1.2,90.75,137.41,1.09,3650.4,9.8,37.9
2030,1.3,93.65,133.63,1.11,3369,10.2,37.8
2031,1.2,93.61,150.96,1.1,3398.9,9.9,37
2032,1.1,92.73,136.97,1.11,3548.1,9.8,37.2
2033,1.1,90.18,140.51,1.07,3560.4,9.9,37.8
2034,1.1,93.71,140.34,1.1,3344.7,10.1,37.3
2035,1,97.85,132.25,1.11,3659.7,9.7,37.1
2036,1.2,98.28,149.34,1.1,3622.8,10.1,37.4
2037,1.5,97.19,149.83,1.08,3482.6,10,37.4
2038,1.4,91.51,142.7,1.1,3905.9,9.7,37.4
2039,1.2,93.63,140.53,1.1,3625.1,9.9,37.6
2040,1.5,93.34,149.32,1.08,3476.6,9.9,37.2
2041,1.5,94.52,136.9,1.11,3824.5,10.2,37.5
2042,1.2,94.32,148.31,1.05,3768.8,10.2,37.7
2043,1.5,95.3,150.35,1.05,3701.7,10.2,37.9
2044,1,90.23,149.3,1.09,3884.6,10.1,37.9
2045,1.3,93.37,132.66,1.05,3544.5,10,37.4
2046,1.5,93.79,132.35,1.11,3566.1,10,37.9
2047,1.5,91.49,135.28,1.05,3860.6,10.1,37.4
2048,1,98.68,137.78,1.07,3687.3,9.9,37.3
2049,1.5,97.54,149.5,1.1,3732.9,10.2,37.2
2050,1.1,99.84,146.92,1.1,3564,10.1,37.3
2051,1.1,91.35,144.29,1.11,3345.7,9.9,37.8
2052,1.4,98.12,142.86,1.07,3501.1,10.2,37
2053,1.2,90.95,138.52,1.11,3474.7,10.1,37.1
2054,1,93.86,146.8,1.1,3890.8,10,37.3
2055,1.1,95.66,146.46,1.11,3605.8,9.9,37.3
2056,1,94.25,148.4,1.06,3731.7,9.6,37.1
2057,1.3,91.59,131.38,1.11,3545.7,9.5,37.2
2058,1.4,94.85,149.85,1.05,3683,10.1,37.5
2059,1,91.23,132.34,1.08,3429.5,10.2,37.4
2060,1,98.56,134.81,1.1,3834.8,10.1,37.4
2061,1.1,92.83,130.5,1.07,3830.6,10.2,37.5
2062,1.1,96.29,148.86,1.11,3872.8,10.2,37.3
2063,1.5,96.84,131.27,1.07,3715.2,10,37.1
2064,1.1,91.36,132.54,1.09,3379.2,9.8,37.5
2065,1.3,96.47,149.44,1.08,3762.4,9.7,37.2
2066,1,94.11,135.26,1.11,3741.2,9.9,37.4
2067,1.2,97.63,130.52,1.06,3517.6,9.8,37.9
2068,1.3,92.18,140.73,1.08,3490.1,10.2,37.6
2069,1.2,96.58,135.61,1.07,3559.1,9.5,37.8
2070,1.5,96.59,139.46,1.08,3403.6,10,37.5
2071,1,99.39,140.74,1.06,3366.5,9.8,37.3
2072,1.4,96.26,142.69,1.1,3859,10.1,37.1
2073,1.2,90.17,136.65,1.1,3797.1,9.8,37.5
2074,1.4,92.78,150.11,1.06,3890,9.9,37.2
2075,1,98.46,133.67,1.1,3386.2,9.6,37.3
2076,1.2,94.62,109.11,1.08,3334.5,10,37.1
2077,1.4,97.16,151.68,1.05,3133.2,9.7,33.3
2078,1.4,92.7,151.53,1.05,3231.5,9.5,33.4
2079,1.5,91.33,150.94,1.05,3395.8,10,33.6
2080,1.2,94.8,147.5,1.06,3353.6,9.5,33
2081,1.3,97.5,136.92,1.11,3354.9,9.8,33.9
2082,1.5,95.12,143.76,1.05,3278.5,9.9,33.1
2083,1.2,92.78,147.26,1.08,3380,10,33
2084,1,93.21,140.44,1.07,3361.5,10,33.2
2085,1,97.99,141.65,1.09,3561.8,10,33.1
2086,1.5,94.62,150.22,1.09,3342.5,10.2,33.7
2087,1.3,98.45,141.78,1.05,3066.3,9.6,33
2088,1.1,99.25,138.96,1.1,3371.7,10.1,33.3
2089,1.1,96.8,137.47,1.11,3105.1,9.7,35.9
2090,1.4,98.81,135.17,1.06,3131.3,9.8,35.5
2091,1.3,99.62,153.93,1.07,3289.7,9.5,35
2092,1,92.15,155.67,1.11,3030.1,10.2,35.2
2093,1.1,90.94,141.47,1.06,3012.5,9.9,35.8
2094,1.3,96.17,136.81,1.1,3180.4,9.5,35
2095,1,99.11,144.55,1.08,3006.2,9.8,35.4
2096,1,95.38,144.55,1.1,3386.6,9.9,35.6
2097,1,91.32,138.5,1.09,3589.4,10.1,35
2098,1.3,96.85,145.77,1.05,3021.9,10,35
2099,1,99.82,150.39,1.05,3414.6,9.6,35.5
2100,1,96.87,139.11,1.06,3360.1,9.8,35.1
2101,1.2,92.84,154.3,1.05,3096.6,10.1,35.3
2102,1.4,96.72,139.59,1.06,3392.6,10.2,35.2
2103,1.2,98.36,145.87,1.09,3169.8,9.7,35.3
2104,1.4,95.33,155.82,1.07,3430.1,9.8,35.7
2105,1.1,93.12,142.27,1.09,3245.9,9.8,35
2106,1.5,93.79,154.43,1.11,3415.3,9.6,35.3
2107,1,98.36,137.18,1.11,3148.2,9.7,35
2108,1.1,98.99,135.95,1.09,3276,10.1,35.1
2109,1,96.19,135.88,1.07,3042,10.1,35.8
2110,1,92.45,143.17,1.09,3314.3,10.2,35.9
2111,1.5,99.78,144.32,1.1,3228.2,10.1,35.1
2112,1.4,90.85,149.52,1.06,3501.3,10.1,35.7
2113,1,94.78,149.92,1.08,3210.1,9.6,35.6
2114,1,93.45,135.66,1.11,3537.5,10,35.4
2115,1.1,93.53,152.59,1.05,3113.6,9.9,35.7
2116,1.2,96.86,142.78,1.06,3465.5,9.8,35.8
2117,1,97.29,147.47,1.07,3229.8,10,35.4
2118,1,94.16,141.34,1.07,3156.8,10.2,35.6
2119,1.5,95.62,138.77,1.06,3571.1,9.9,35.6
2120,1.1,97.26,143.37,1.09,3255,9.5,35.4
2121,1.2,97.32,150.39,1.05,3111.5,9.6,35.6
2122,1.5,95.69,141.65,1.08,3368.3,9.7,35.1
2123,1.5,95.3,148.26,1.11,3280.8,10.1,35
2124,1.1,99.56,137.21,1.11,3082.9,9.9,35.9
2125,1.2,95.1,141.77,1.1,3544.4,9.7,36.8
2126,1.3,95.4,155.21,1.05,3465.6,9.6,36.2
2127,1.1,98.68,143.97,1.06,3190,9.7,36.1
2128,1,92.71,135.79,1.08,3660.3,9.7,36.8
2129,1.1,91.7,146.43,1.1,3690.9,10.1,36.9
2130,1.1,98.62,138.31,1.09,3650.1,10,36.6
2131,1.4,96.71,144.58,1.09,3651.8,9.9,36.7
2132,1.2,94.41,150.73,1.05,3449.9,9.8,36.2
2133,1.3,92.69,144.38,1.05,3328.1,9.6,36.8
2134,1.5,91.85,136.67,1.08,3642.1,9.9,36
2135,1,96.61,152.12,1.06,3420.3,10.1,36.5
2136,1.3,96.52,148.79,1.07,3341.5,9.8,36.5
2137,1.1,98.2,139.55,1.11,3535.7,9.9,36.4
2138,1.3,92.79,151.35,1.06,3314.7,9.9,36.3
2139,1.2,91.31,142.59,1.09,3766.4,9.9,36.5
2140,1,99.47,148.65,1.05,3851.6,10.2,36.9
2141,1.4,93.37,140.35,1.05,3419.2,10,36
2142,1.2,92.98,147.49,1.06,3484.4,9.7,36.2
2143,1.2,92.74,142.98,1.05,3331.5,9.7,36.9
2144,1.3,96.33,143.13,1.1,3328.6,9.7,36.8
2145,1,91.74,140.5,1.09,3610.6,9.7,36.5
2146,1.5,92.22,142.99,1.08,3458.5,10.1,36.2
2147,1,92.54,142.71,1.08,3866.4,9.5,36.4
2148,1.1,92.82,152.58,1.09,3413.8,10.1,36.6
2149,1.5,97.17,151.47,1.06,3487.8,10.1,36.3
2150,1.5,94.27,140.39,1.07,3887,10.1,36.1
2151,1.1,96.25,136.75,1.11,3369.6,9.7,36.5
2152,1.2,93.28,138.16,1.05,3480.5,9.9,36.2
2153,1.4,93.55,136.59,1.09,3819.4,9.9,36.7
2154,1.4,91.11,146.2,1.09,3821.8,9.7,36.4
2155,1.3,93.55,138.73,1.06,3752.5,9.8,36.8
2156,1.1,92.76,147.83,1.07,3375.3,9.8,36.5
2157,1.2,92.6,143.44,1.09,3841.2,10,36.7
2158,1.4,94.56,137.33,1.09,3629.6,9.6,36.4
2159,1.3,91.4,143.3,1.06,3609.7,9.8,36.4
2160,1.2,95.29,147.85,1.08,3787.7,10,36.4
2161,1.4,92.39,135.92,1.1,3821.3,9.6,36.7
2162,1,99.42,147.2,1.1,3664.1,10.2,36.2
2163,1.5,97.72,155.29,1.11,3543.5,9.6,36.2
2164,1.4,97.7,145.83,1.07,3643.7,10,36.5
2165,1.2,95.11,148.33,1.06,3342.8,9.7,36.7
2166,1.1,95.66,151.17,1.08,3816.8,10.1,36.8
2167,1,93.91,146.41,1.07,3764.7,9.9,36.4
2168,1.2,97.71,154.93,1.11,3582.9,9.9,36.9
2169,1,92.62,138.62,1.06,3301.1,9.9,36.7
2170,1.1,97.73,148.77,1.09,3499.8,9.8,36.2
2171,1,98.31,148.59,1.08,3835.8,9.9,36.7
2172,1.1,97.97,141.71,1.07,3659,9.8,36
2173,1.4,94.31,153.87,1.08,3456.2,10.1,36.4
2174,1.1,92.86,138.34,1.06,3456.4,9.5,36.1
2175,1.2,90.51,154.73,1.07,3533.3,9.6,36.3
2176,1.4,93.59,135.28,1.06,3841.1,9.8,36.9
2177,1.1,95.46,155.78,1.09,3881.7,10,36.8
2178,1.1,91.36,150.92,1.09,3749,9.6,36.8
2179,1.3,92.15,142.43,1.1,3744.1,9.7,36.7
2180,1.4,92.59,154.27,1.08,3467.2,10.1,36.9
2181,1.2,96.48,140.69,1.06,3371.4,10.1,36.5
2182,1.4,90.74,150.62,1.09,3566.6,9.8,36.5
2183,1.3,95.89,139.63,1.1,3744.8,9.6,36.4
2184,1.4,95.87,139.94,1.06,3337.1,9.6,36.9
2185,1.2,96.5,141.33,1.08,3507.1,10,36.1
2186,1.4,91.52,155.93,1.08,3780.4,9.6,36.1
2187,1.1,96.2,149.26,1.09,3881,9.9,36.8
2188,1.4,97.45,138.77,1.1,3403.2,9.6,36.9
2189,1.2,96.65,142.91,1.08,3398.7,9.9,36.4
2190,1.1,90.69,138.39,1.11,3576.4,9.8,36.7
2191,1.4,91.19,154.98,1.06,3797.6,9.6,36.3
2192,1.4,95.83,136.54,1.1,3834.2,10,37.8
2193,1.3,95.59,154.18,1.09,3303.2,10.1,37.1
2194,1.5,99.92,143.85,1.06,3518.3,9.8,37.9
2195,1.2,96.5,144.45,1.07,3340.8,10.2,37
2196,1,97.73,151.59,1.08,3868.8,9.6,37.7
2197,1.2,95.65,149.71,1.05,3885.4,9.5,37.7
2198,1.5,90.27,139.22,1.09,3564.3,9.6,37.1
2199,1.1,99.87,137.55,1.09,3371.4,9.8,37.5
2200,1.5,95.54,149.26,1.08,3330,10.2,37.6
2201,1.2,99.44,142.37,1.05,3699.8,10.1,37.6
2202,1.1,97.25,142.96,1.1,3446.8,9.8,37.8
2203,1,91.41,147.35,1.06,3830.8,9.8,37.1
2204,1.4,97.65,135.59,1.09,3591.6,10.2,37.9
2205,1.4,99.51,154.14,1.11,3554,10.1,37.4
2206,1,97.12,135.88,1.06,3583.6,9.9,37.9
2207,1.2,94.65,141.87,1.1,3362.5,10.2,37.2
2208,1.4,90.66,148.22,1.06,3756,10,37.3
2209,1.5,90.4,136.26,1.05,3464.5,10.2,37
2210,1.3,93.18,146.37,1.05,3887.1,10.1,37.9
2211,1.2,92.48,147.5,1.11,3355.4,9.9,37.9
2212,1.1,99.25,153.95,1.09,3879.4,9.7,37
2213,1.3,96.66,135.42,1.08,3720.6,9.7,37.2
2214,1,96.18,145.71,1.1,3762.8,9.6,37.7
2215,1,98.6,152.43,1.09,3869.7,9.8,37.4
2216,1.4,92.16,144.38,1.11,3501.5,9.6,37.9
2217,1.5,92.45,138.79,1.1,3506.5,9.6,37.5
2218,1.3,91.28,143.79,1.07,3321,10.1,37.4
2219,1.4,99.35,142.73,1.11,3600.6,10.1,37
2220,1.2,99.34,137.18,1.05,3683.8,9.6,37.2
2221,1.4,90.24,137.95,1.05,3766.2,10.2,37.7
2222,1,94.35,152.58,1.05,3335.4,9.6,37.3
2223,1,95.63,140.33,1.11,3514.4,9.6,37.6
2224,1.2,97.97,141.18,1.08,3464,9.5,37.5
2225,1.5,93.55,145.46,1.1,3378.6,9.7,37.3
2226,1.1,91.67,151.2,1.05,3416,10.2,37.3
