Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
United Republic Of Tanzania,Newala,22,Good,0,Good,22,Good,0,Good,17,Good
China,Nianzishan,79,Moderate,4,Good,41,Good,1,Good,79,Moderate
Japan,Nichinan,41,Good,1,Good,41,Good,2,Good,35,Good
Brazil,Niquelandia,19,Good,0,Good,19,Good,0,Good,5,Good
Finland,Nivala,33,Good,1,Good,33,Good,0,Good,2,Good
United States Of America,Norton Shores,50,Good,1,Good,28,Good,1,Good,50,Good
Slovenia,Novo Mesto,75,Moderate,1,Good,48,Good,0,Good,75,Moderate
United States Of America,Oak Forest,56,Moderate,1,Good,34,Good,4,Good,56,Moderate
Japan,Ogawa,82,Moderate,2,Good,11,Good,18,Good,82,Moderate
Japan,Okegawa,89,Moderate,2,Good,19,Good,23,Good,89,Moderate
Slovakia,Roznava,64,Moderate,1,Good,45,Good,0,Good,64,Moderate
Poland,Rumia,35,Good,1,Good,35,Good,0,Good,24,Good
United States Of America,Sachse,71,Moderate,2,Good,27,Good,6,Good,71,Moderate
Afghanistan,Sahrak,68,Moderate,0,Good,32,Good,0,Good,68,Moderate
United States Of America,Saint Michael,51,Moderate,1,Good,33,Good,2,Good,51,Moderate
Israel,Sakhnin,44,Good,1,Good,44,Good,3,Good,44,Good
Oman,Salalah,87,Moderate,0,Good,23,Good,0,Good,87,Moderate
Mexico,Salvatierra,57,Moderate,1,Good,31,Good,1,Good,57,Moderate
Malta,San Gwann,70,Moderate,1,Good,70,Moderate,0,Good,42,Good
Guatemala,Santa Maria De Jesus,67,Moderate,1,Good,27,Good,1,Good,67,Moderate
Peru,Santa,41,Good,0,Good,19,Good,0,Good,41,Good
Brazil,Sao Mateus Do Sul,22,Good,1,Good,13,Good,0,Good,22,Good
Indonesia,Randudongkal,188,Unhealthy,11,Good,8,Good,26,Good,188,Unhealthy
United States Of America,Reidsville,47,Good,1,Good,47,Good,0,Good,20,Good
France,Romilly Sur Seine,76,Moderate,1,Good,47,Good,0,Good,76,Moderate
Mexico,Acala,112,Unhealthy For Sensitive Groups,3,Good,4,Good,7,Good,112,Unhealthy For Sensitive Groups
Côte D'Ivoire,Agnibilekrou,52,Moderate,1,Good,17,Good,0,Good,52,Moderate
Sweden,Akersberga,29,Good,1,Good,29,Good,0,Good,9,Good
Japan,Akishima,62,Moderate,1,Good,48,Good,1,Good,62,Moderate
Turkey,Aksehir,75,Moderate,1,Good,33,Good,0,Good,75,Moderate
Malaysia,Alor Setar,55,Moderate,1,Good,35,Good,0,Good,55,Moderate
India,Ambahta,158,Unhealthy,3,Good,134,Unhealthy For Sensitive Groups,1,Good,158,Unhealthy
Mexico,Ameca,50,Good,1,Good,14,Good,2,Good,50,Good
Japan,Arai,65,Moderate,2,Good,52,Moderate,2,Good,65,Moderate
Italy,Arcola,50,Good,1,Good,37,Good,3,Good,50,Good
Italy,Argenta,64,Moderate,1,Good,47,Good,1,Good,64,Moderate
India,Alwaye,83,Moderate,1,Good,25,Good,1,Good,83,Moderate
Brazil,Anastacio,13,Good,0,Good,9,Good,0,Good,13,Good
Brazil,Arcos,40,Good,1,Good,9,Good,1,Good,40,Good
United States Of America,Arecibo,74,Moderate,0,Good,23,Good,0,Good,74,Moderate
Brazil,Altinho,18,Good,0,Good,17,Good,1,Good,18,Good
Madagascar,Ambatofinandrahana,60,Moderate,1,Good,20,Good,0,Good,60,Moderate
Italy,Angri,56,Moderate,1,Good,47,Good,3,Good,56,Moderate
Equatorial Guinea,Anisoc,53,Moderate,2,Good,31,Good,0,Good,53,Moderate
United Kingdom Of Great Britain And Northern Ireland,Arbroath,27,Good,0,Good,27,Good,1,Good,11,Good
Russian Federation,Arzgir,34,Good,1,Good,34,Good,0,Good,32,Good
Brazil,Atalaia,27,Good,0,Good,17,Good,1,Good,27,Good
Nigeria,Awka,154,Unhealthy,8,Good,30,Good,5,Good,154,Unhealthy
Brazil,Bacabal,53,Moderate,1,Good,1,Good,2,Good,53,Moderate
Germany,Bad Driburg,40,Good,1,Good,36,Good,1,Good,40,Good
Pakistan,Lalian,173,Unhealthy,2,Good,128,Unhealthy For Sensitive Groups,1,Good,173,Unhealthy
Cyprus,Larnaca,50,Good,1,Good,50,Good,0,Good,37,Good
Cuba,Las Tunas,53,Moderate,1,Good,20,Good,2,Good,53,Moderate
Indonesia,Lasem,93,Moderate,2,Good,52,Moderate,1,Good,93,Moderate
United States Of America,Lawton,81,Moderate,1,Good,24,Good,2,Good,81,Moderate
Germany,Leimen,54,Moderate,1,Good,35,Good,4,Good,54,Moderate
Russian Federation,Leningradskaya,37,Good,1,Good,37,Good,1,Good,9,Good
Poland,Libiaz,88,Moderate,1,Good,40,Good,2,Good,88,Moderate
Netherlands,Lichtenvoorde,32,Good,0,Good,32,Good,1,Good,21,Good
India,Kandi,150,Unhealthy,3,Good,150,Unhealthy,2,Good,103,Unhealthy For Sensitive Groups
Indonesia,Karangampel,72,Moderate,1,Good,44,Good,0,Good,72,Moderate
Russian Federation,Karymskoye,58,Moderate,1,Good,29,Good,0,Good,58,Moderate
Australia,Katherine,18,Good,0,Good,18,Good,0,Good,11,Good
Lithuania,Kelme,31,Good,1,Good,29,Good,1,Good,31,Good
Pakistan,Khuzdar,151,Unhealthy,0,Good,43,Good,0,Good,151,Unhealthy
United Kingdom Of Great Britain And Northern Ireland,Kilwinning,27,Good,1,Good,27,Good,2,Good,26,Good
Slovakia,Kolarovo,68,Moderate,1,Good,40,Good,1,Good,68,Moderate
Malaysia,Kota Bahru,66,Moderate,2,Good,38,Good,0,Good,66,Moderate
Iran (Islamic Republic Of),Kuhdasht,56,Moderate,1,Good,55,Moderate,0,Good,56,Moderate
Zimbabwe,Kwekwe,37,Good,1,Good,18,Good,0,Good,37,Good
United States Of America,Laguna Niguel,55,Moderate,2,Good,18,Good,14,Good,55,Moderate
United States Of America,East Longmeadow,57,Moderate,1,Good,22,Good,10,Good,57,Moderate
United Kingdom Of Great Britain And Northern Ireland,Eaton Socon,38,Good,1,Good,38,Good,2,Good,16,Good
Nigeria,Ede,74,Moderate,2,Good,21,Good,2,Good,74,Moderate
Turkey,Edremit,58,Moderate,1,Good,38,Good,0,Good,58,Moderate
South Africa,Ekangala,166,Unhealthy,6,Good,13,Good,15,Good,166,Unhealthy
Germany,Marienberg,53,Moderate,1,Good,47,Good,0,Good,53,Moderate
United States Of America,Marion,48,Good,1,Good,38,Good,1,Good,48,Good
India,Maurawan,174,Unhealthy,4,Good,70,Moderate,7,Good,174,Unhealthy
Russian Federation,Mesker Yurt,56,Moderate,1,Good,44,Good,2,Good,56,Moderate
Iran (Islamic Republic Of),Miandoab,64,Moderate,1,Good,50,Good,0,Good,64,Moderate
United States Of America,Middleton,56,Moderate,1,Good,34,Good,1,Good,56,Moderate
India,Mihona,171,Unhealthy,4,Good,101,Unhealthy For Sensitive Groups,4,Good,171,Unhealthy
Turkey,Milas,82,Moderate,1,Good,82,Moderate,1,Good,43,Good
China,Mingshui,167,Unhealthy,6,Good,120,Unhealthy For Sensitive Groups,17,Good,167,Unhealthy
Uganda,Mityana,90,Moderate,2,Good,14,Good,1,Good,90,Moderate
France,Montmorency,68,Moderate,1,Good,45,Good,1,Good,68,Moderate
Russian Federation,Moshkovo,54,Moderate,1,Good,18,Good,5,Good,54,Moderate
United States Of America,Moultrie,74,Moderate,1,Good,74,Moderate,1,Good,37,Good
South Africa,Mpophomeni,74,Moderate,2,Good,25,Good,3,Good,74,Moderate
United Republic Of Tanzania,Mtimbira,19,Good,0,Good,14,Good,0,Good,19,Good
Germany,Mullheim,65,Moderate,1,Good,56,Moderate,0,Good,65,Moderate
India,Multai,162,Unhealthy,2,Good,14,Good,9,Good,162,Unhealthy
Russian Federation,Murmashi,30,Good,1,Good,30,Good,0,Good,27,Good
India,Naduvattam,78,Moderate,2,Good,17,Good,4,Good,78,Moderate
Yemen,Zabid,151,Unhealthy,2,Good,93,Moderate,1,Good,151,Unhealthy
Croatia,Zagreb,75,Moderate,1,Good,67,Moderate,0,Good,75,Moderate
Republic Of North Macedonia,Zajas,113,Unhealthy For Sensitive Groups,1,Good,37,Good,0,Good,113,Unhealthy For Sensitive Groups
Poland,Zary,45,Good,1,Good,45,Good,0,Good,37,Good
Germany,Zittau,55,Moderate,1,Good,43,Good,1,Good,55,Moderate
Italy,Zola Predosa,59,Moderate,1,Good,59,Moderate,0,Good,57,Moderate
Japan,Zushi,67,Moderate,1,Good,39,Good,7,Good,67,Moderate
United States Of America,Yonkers,54,Moderate,1,Good,39,Good,5,Good,54,Moderate
China,Yumen,218,Very Unhealthy,0,Good,39,Good,0,Good,218,Very Unhealthy
Ukraine,Yuzhne,48,Good,1,Good,35,Good,0,Good,48,Good
Philippines,Iriga,58,Moderate,1,Good,26,Good,0,Good,58,Moderate
United Republic Of Tanzania,Itumba,17,Good,0,Good,17,Good,0,Good,13,Good
Latvia,Jurmala,56,Moderate,2,Good,26,Good,1,Good,56,Moderate
Poland,Gizycko,49,Good,1,Good,21,Good,2,Good,49,Good
Norway,Gjovik,25,Good,0,Good,25,Good,0,Good,21,Good
India,Gondal,154,Unhealthy,0,Good,29,Good,0,Good,154,Unhealthy
Serbia,Gornji Milanovac,59,Moderate,1,Good,39,Good,0,Good,59,Moderate
Senegal,Gossas,161,Unhealthy,2,Good,13,Good,3,Good,161,Unhealthy
United Kingdom Of Great Britain And Northern Ireland,Greenock,57,Moderate,1,Good,24,Good,3,Good,57,Moderate
France,Grigny,73,Moderate,2,Good,20,Good,6,Good,73,Moderate
Italy,Grottammare,59,Moderate,2,Good,35,Good,8,Good,59,Moderate
Uzbekistan,Gurlan,60,Moderate,1,Good,44,Good,0,Good,60,Moderate
Cyprus,Guzelyurt,49,Good,1,Good,49,Good,0,Good,30,Good
United States Of America,Haddonfield,70,Moderate,1,Good,38,Good,5,Good,70,Moderate
Turkey,Hadimkoy,52,Moderate,1,Good,44,Good,0,Good,52,Moderate
China,Hanzhong,112,Unhealthy For Sensitive Groups,2,Good,112,Unhealthy For Sensitive Groups,0,Good,76,Moderate
United States Of America,Hemet,55,Moderate,2,Good,13,Good,12,Good,55,Moderate
India,Hoshiarpur,144,Unhealthy For Sensitive Groups,3,Good,139,Unhealthy For Sensitive Groups,1,Good,144,Unhealthy For Sensitive Groups
Germany,Hoyerswerda,80,Moderate,1,Good,36,Good,2,Good,80,Moderate
Peru,Huaral,137,Unhealthy For Sensitive Groups,4,Good,11,Good,10,Good,137,Unhealthy For Sensitive Groups
China,Hunchun,35,Good,1,Good,35,Good,0,Good,21,Good
Denmark,Herning,32,Good,0,Good,32,Good,0,Good,24,Good
Mexico,Hidalgo,78,Moderate,1,Good,22,Good,0,Good,78,Moderate
Pakistan,Kharian,158,Unhealthy,3,Good,146,Unhealthy For Sensitive Groups,0,Good,158,Unhealthy
United Republic Of Tanzania,Kibaha,42,Good,1,Good,19,Good,0,Good,42,Good
United States Of America,Kilgore,51,Moderate,1,Good,19,Good,14,Good,51,Moderate
Democratic Republic Of The Congo,Kinshasa,216,Very Unhealthy,21,Good,105,Unhealthy For Sensitive Groups,7,Good,216,Very Unhealthy
United Kingdom Of Great Britain And Northern Ireland,Kirkby,34,Good,1,Good,34,Good,3,Good,21,Good
Japan,Kitamoto,60,Moderate,1,Good,48,Good,2,Good,60,Moderate
Sri Lanka,Kolonnawa,71,Moderate,0,Good,23,Good,1,Good,71,Moderate
Russian Federation,Kostomuksha,32,Good,1,Good,32,Good,0,Good,10,Good
Russian Federation,Shchuchye,35,Good,1,Good,35,Good,0,Good,18,Good
Bangladesh,Shibganj,145,Unhealthy For Sensitive Groups,3,Good,33,Good,10,Good,145,Unhealthy For Sensitive Groups
Lithuania,Siauliai,33,Good,1,Good,33,Good,0,Good,23,Good
Turkey,Simav,50,Good,1,Good,49,Good,0,Good,50,Good
Colombia,Since,63,Moderate,1,Good,21,Good,0,Good,63,Moderate
Italy,Sinnai,64,Moderate,1,Good,64,Moderate,1,Good,29,Good
Uganda,Sironko,78,Moderate,2,Good,18,Good,1,Good,78,Moderate
India,Siswa Bazar,154,Unhealthy,4,Good,26,Good,10,Good,154,Unhealthy
Netherlands,Werkendam,38,Good,1,Good,38,Good,1,Good,35,Good
United States Of America,West Babylon,63,Moderate,2,Good,38,Good,9,Good,63,Moderate
United States Of America,West Puente Valley,154,Unhealthy,4,Good,13,Good,25,Good,154,Unhealthy
United States Of America,West Sacramento,45,Good,1,Good,29,Good,5,Good,45,Good
Germany,Winnenden,65,Moderate,1,Good,56,Moderate,0,Good,65,Moderate
Poland,Wronki,42,Good,1,Good,42,Good,0,Good,25,Good
China,Xian,307,Hazardous,19,Good,0,Good,48,Good,307,Hazardous
France,Viry Chatillon,73,Moderate,1,Good,44,Good,2,Good,73,Moderate
Sweden,Visby,36,Good,1,Good,36,Good,0,Good,13,Good
Germany,Voerde,54,Moderate,1,Good,40,Good,1,Good,54,Moderate
Greece,Voula,68,Moderate,2,Good,45,Good,7,Good,68,Moderate
Republic Of Moldova,Vulcanesti,51,Moderate,1,Good,46,Good,0,Good,51,Moderate
New Zealand,Waitakere,70,Moderate,0,Good,30,Good,0,Good,70,Moderate
South Africa,Warmbad,116,Unhealthy For Sensitive Groups,3,Good,35,Good,2,Good,116,Unhealthy For Sensitive Groups
United States Of America,Warner Robins,72,Moderate,1,Good,72,Moderate,3,Good,39,Good
United States Of America,Wausau,57,Moderate,1,Good,27,Good,1,Good,57,Moderate
Turkey,Erdemli,58,Moderate,1,Good,41,Good,0,Good,58,Moderate
Germany,Erftstadt,54,Moderate,1,Good,35,Good,3,Good,54,Moderate
China,Fangshan,163,Unhealthy,4,Good,163,Unhealthy,6,Good,155,Unhealthy
Italy,Fasano,55,Moderate,1,Good,51,Moderate,1,Good,55,Moderate
United States Of America,Findlay,39,Good,2,Good,27,Good,6,Good,39,Good
Sweden,Finspang,42,Good,1,Good,42,Good,0,Good,25,Good
Pakistan,Fort Abbas,206,Very Unhealthy,1,Good,67,Moderate,0,Good,206,Very Unhealthy
Italy,Fossano,109,Unhealthy For Sensitive Groups,2,Good,23,Good,5,Good,109,Unhealthy For Sensitive Groups
Germany,Friedrichshafen,46,Good,2,Good,26,Good,6,Good,46,Good
Russian Federation,Georgiu Dezh,37,Good,1,Good,27,Good,1,Good,37,Good
Ethiopia,Ginir,69,Moderate,0,Good,20,Good,0,Good,69,Moderate
Indonesia,Madiun,169,Unhealthy,6,Good,3,Good,20,Good,169,Unhealthy
India,Malappuram,132,Unhealthy For Sensitive Groups,3,Good,16,Good,6,Good,132,Unhealthy For Sensitive Groups
India,Maler Kotla,163,Unhealthy,4,Good,40,Good,11,Good,163,Unhealthy
Philippines,Mamburao,34,Good,1,Good,18,Good,0,Good,34,Good
Philippines,Mankayan,31,Good,1,Good,21,Good,3,Good,31,Good
Cuba,Mantua,37,Good,0,Good,37,Good,0,Good,15,Good
Tunisia,Manzil Bu Ruqaybah,91,Moderate,1,Good,91,Moderate,1,Good,22,Good
Iran (Islamic Republic Of),Marand,86,Moderate,1,Good,44,Good,0,Good,86,Moderate
Turkey,Mardin,58,Moderate,1,Good,46,Good,0,Good,58,Moderate
Indonesia,Margasari,187,Unhealthy,10,Good,8,Good,25,Good,187,Unhealthy
United Kingdom Of Great Britain And Northern Ireland,Clydebank,37,Good,1,Good,35,Good,1,Good,37,Good
United States Of America,Cocoa,63,Moderate,1,Good,63,Moderate,2,Good,30,Good
United States Of America,Coffeyville,52,Moderate,1,Good,45,Good,1,Good,52,Moderate
Honduras,Comayagua,55,Moderate,1,Good,21,Good,0,Good,55,Moderate
United States Of America,Culver City,131,Unhealthy For Sensitive Groups,3,Good,12,Good,28,Good,131,Unhealthy For Sensitive Groups
Poland,Dabrowa Gornicza,59,Moderate,1,Good,44,Good,1,Good,59,Moderate
Viet Nam,Phu Ly,164,Unhealthy,8,Good,26,Good,18,Good,164,Unhealthy
Brazil,Pirapora Do Bom Jesus,106,Unhealthy For Sensitive Groups,2,Good,24,Good,5,Good,106,Unhealthy For Sensitive Groups
Brazil,Piraquara,40,Good,1,Good,17,Good,1,Good,40,Good
India,Pithoragarh,94,Moderate,2,Good,27,Good,3,Good,94,Moderate
Germany,Plon,42,Good,1,Good,42,Good,0,Good,26,Good
United States Of America,Pooler,76,Moderate,2,Good,76,Moderate,2,Good,38,Good
Mexico,Progreso,60,Moderate,1,Good,28,Good,0,Good,60,Moderate
Chile,Puerto Varas,23,Good,1,Good,23,Good,1,Good,17,Good
Poland,Pultusk,39,Good,1,Good,39,Good,0,Good,20,Good
India,Purna,178,Unhealthy,1,Good,39,Good,2,Good,178,Unhealthy
Canada,Quebec,25,Good,1,Good,25,Good,0,Good,8,Good
Poland,Radom,44,Good,1,Good,44,Good,0,Good,38,Good
India,Raichur,135,Unhealthy For Sensitive Groups,2,Good,33,Good,9,Good,135,Unhealthy For Sensitive Groups
India,Raipur,169,Unhealthy,1,Good,30,Good,2,Good,169,Unhealthy
United States Of America,Opelika,49,Good,1,Good,49,Good,3,Good,49,Good
Belarus,Orsha,36,Good,1,Good,36,Good,0,Good,20,Good
Portugal,Ovar,41,Good,0,Good,41,Good,0,Good,20,Good
Philippines,Padada,89,Moderate,1,Good,13,Good,3,Good,89,Moderate
India,Palitana,100,Unhealthy For Sensitive Groups,1,Good,31,Good,0,Good,100,Unhealthy For Sensitive Groups
United States Of America,Palmdale,64,Moderate,1,Good,38,Good,5,Good,64,Moderate
Brazil,Palmital,50,Good,1,Good,24,Good,0,Good,50,Good
Italy,Palo Del Colle,57,Moderate,1,Good,57,Moderate,0,Good,52,Moderate
Philippines,Panacan,14,Good,1,Good,14,Good,0,Good,10,Good
India,Panchla,192,Unhealthy,9,Good,5,Good,23,Good,192,Unhealthy
Greece,Patrai,121,Unhealthy For Sensitive Groups,1,Good,44,Good,0,Good,121,Unhealthy For Sensitive Groups
Brazil,Pelotas,21,Good,0,Good,21,Good,1,Good,19,Good
India,Periyapatti,66,Moderate,1,Good,18,Good,4,Good,66,Moderate
Canada,Peterborough,38,Good,1,Good,25,Good,0,Good,38,Good
France,Petit Bourg,50,Good,0,Good,28,Good,0,Good,50,Good
United States Of America,Morris,54,Moderate,1,Good,24,Good,9,Good,54,Moderate
United Republic Of Tanzania,Mtinko,20,Good,0,Good,14,Good,0,Good,20,Good
Mexico,Muzquiz,65,Moderate,1,Good,32,Good,0,Good,65,Moderate
Japan,Naka,74,Moderate,1,Good,74,Moderate,1,Good,27,Good
United States Of America,Nanuet,60,Moderate,1,Good,25,Good,11,Good,60,Moderate
United Republic Of Tanzania,Nanyamba,42,Good,0,Good,18,Good,0,Good,42,Good
United States Of America,Naugatuck,53,Moderate,1,Good,29,Good,8,Good,53,Moderate
Japan,Niiza,62,Moderate,1,Good,62,Moderate,3,Good,41,Good
United States Of America,North Miami Beach,57,Moderate,1,Good,12,Good,13,Good,57,Moderate
Italy,Novi Ligure,56,Moderate,1,Good,33,Good,3,Good,56,Moderate
Mexico,Ojo Caliente,24,Good,1,Good,19,Good,1,Good,24,Good
Netherlands,Oldebroek,33,Good,0,Good,33,Good,1,Good,27,Good
India,Takhatgarh,187,Unhealthy,0,Good,34,Good,0,Good,187,Unhealthy
Brazil,Tanabi,29,Good,1,Good,12,Good,2,Good,29,Good
Philippines,Tanauan,63,Moderate,1,Good,23,Good,0,Good,63,Moderate
Spain,Tarazona,38,Good,0,Good,38,Good,0,Good,28,Good
Indonesia,Tasikmalaya,56,Moderate,1,Good,27,Good,0,Good,56,Moderate
United States Of America,Temple,41,Good,0,Good,22,Good,2,Good,41,Good
China,Tengzhou,165,Unhealthy,3,Good,165,Unhealthy,2,Good,85,Moderate
Mexico,Tesistan,74,Moderate,2,Good,2,Good,9,Good,74,Moderate
Myanmar,Thayetmyo,37,Good,0,Good,25,Good,0,Good,37,Good
Mexico,Tihuatlan,95,Moderate,2,Good,24,Good,4,Good,95,Moderate
Canada,Timmins,56,Moderate,1,Good,33,Good,0,Good,56,Moderate
India,Tiruvallur,67,Moderate,1,Good,33,Good,0,Good,67,Moderate
Japan,Toba,50,Good,1,Good,50,Good,1,Good,22,Good
Venezuela (Bolivarian Republic Of),Villa Bruzual,81,Moderate,2,Good,9,Good,5,Good,81,Moderate
United States Of America,Virginia Beach,46,Good,1,Good,46,Good,2,Good,26,Good
Brazil,Vitoria Do Mearim,39,Good,1,Good,4,Good,1,Good,39,Good
Czechia,Vlasim,57,Moderate,1,Good,22,Good,4,Good,57,Moderate
Russian Federation,Vostochnyy,51,Moderate,1,Good,27,Good,12,Good,51,Moderate
United States Of America,Wantagh,58,Moderate,1,Good,27,Good,12,Good,58,Moderate
Nigeria,Warri,202,Very Unhealthy,16,Good,1,Good,8,Good,202,Very Unhealthy
France,We,27,Good,0,Good,27,Good,0,Good,11,Good
Spain,Tortosa,42,Good,0,Good,42,Good,0,Good,23,Good
Japan,Toyoshina,42,Good,1,Good,42,Good,0,Good,15,Good
Italy,Travagliato,62,Moderate,1,Good,36,Good,3,Good,62,Moderate
Bosnia And Herzegovina,Travnik,73,Moderate,1,Good,28,Good,1,Good,73,Moderate
Italy,Trentola Ducenta,50,Good,1,Good,50,Good,1,Good,34,Good
Brazil,Trindade,23,Good,0,Good,15,Good,0,Good,23,Good
Czechia,Trutnov,45,Good,1,Good,23,Good,2,Good,45,Good
Turkey,Turgutlu,42,Good,1,Good,42,Good,1,Good,32,Good
Nigeria,Uga,154,Unhealthy,8,Good,19,Good,6,Good,154,Unhealthy
Portugal,Unhos,45,Good,1,Good,38,Good,2,Good,45,Good
Russian Federation,Ustyuzhna,25,Good,1,Good,25,Good,0,Good,17,Good
France,Vanves,35,Good,1,Good,27,Good,3,Good,35,Good
Russian Federation,Verkhnyaya Salda,37,Good,1,Good,37,Good,0,Good,26,Good
Nigeria,Onitsha,213,Very Unhealthy,11,Good,8,Good,11,Good,213,Very Unhealthy
Romania,Otopeni,63,Moderate,1,Good,42,Good,4,Good,63,Moderate
Hungary,Ozd,56,Moderate,1,Good,36,Good,1,Good,56,Moderate
Brazil,Pacaembu,29,Good,1,Good,11,Good,0,Good,29,Good
United Kingdom Of Great Britain And Northern Ireland,Paisley,25,Good,1,Good,25,Good,4,Good,22,Good
Guatemala,Palin,92,Moderate,4,Good,5,Good,13,Good,92,Moderate
Greece,Pallini,59,Moderate,2,Good,32,Good,13,Good,59,Moderate
United States Of America,Palm Harbor,45,Good,1,Good,37,Good,7,Good,45,Good
Thailand,Prachuap Khiri Khan,28,Good,0,Good,17,Good,0,Good,28,Good
Brazil,Presidente Medici,30,Good,1,Good,6,Good,1,Good,30,Good
Colombia,Puerto Wilches,55,Moderate,2,Good,6,Good,2,Good,55,Moderate
Indonesia,Purwodadi,69,Moderate,1,Good,49,Good,0,Good,69,Moderate
Italy,Qualiano,51,Moderate,1,Good,51,Moderate,1,Good,35,Good
India,Raisen,153,Unhealthy,1,Good,36,Good,0,Good,153,Unhealthy
Finland,Raisio,29,Good,1,Good,29,Good,3,Good,9,Good
Estonia,Rakvere,28,Good,1,Good,28,Good,1,Good,12,Good
Poland,Rawa Mazowiecka,32,Good,1,Good,32,Good,1,Good,32,Good
India,Rayachoti,75,Moderate,0,Good,26,Good,0,Good,75,Moderate
Italy,Reggello,40,Good,1,Good,40,Good,1,Good,23,Good
Germany,Renningen,33,Good,1,Good,27,Good,2,Good,33,Good
United States Of America,Richton Park,68,Moderate,2,Good,18,Good,15,Good,68,Moderate
United States Of America,Rockville,54,Moderate,1,Good,30,Good,5,Good,54,Moderate
United Kingdom Of Great Britain And Northern Ireland,Royal Tunbridge Wells,28,Good,1,Good,23,Good,6,Good,28,Good
Albania,Rreshen,71,Moderate,1,Good,45,Good,1,Good,71,Moderate
Japan,Ryuo,44,Good,1,Good,44,Good,0,Good,18,Good
Russian Federation,Rzhev,32,Good,0,Good,32,Good,0,Good,10,Good
France,Salon De Provence,51,Moderate,1,Good,29,Good,2,Good,51,Moderate
Italy,Saluzzo,60,Moderate,1,Good,20,Good,3,Good,60,Moderate
Guatemala,San Pedro Carcha,73,Moderate,3,Good,2,Good,6,Good,73,Moderate
Japan,Sanjo,41,Good,1,Good,41,Good,0,Good,32,Good
Brazil,Santana Do Ipanema,33,Good,0,Good,12,Good,1,Good,33,Good
Brazil,Sao Joao De Pirabas,24,Good,0,Good,16,Good,0,Good,24,Good
United States Of America,Westbrook,49,Good,1,Good,49,Good,2,Good,26,Good
Uganda,Wobulenzi,85,Moderate,3,Good,19,Good,1,Good,85,Moderate
Germany,Wolfhagen,32,Good,0,Good,28,Good,1,Good,32,Good
United States Of America,Wooster,55,Moderate,1,Good,41,Good,2,Good,55,Moderate
China,Yangcun,152,Unhealthy,4,Good,87,Moderate,12,Good,152,Unhealthy
Nigeria,Yenagoa,164,Unhealthy,8,Good,16,Good,6,Good,164,Unhealthy
China,Yibin,151,Unhealthy,5,Good,88,Moderate,7,Good,151,Unhealthy
Mali,Yorosso,27,Good,1,Good,12,Good,0,Good,27,Good
Russian Federation,Yuzhnouralsk,39,Good,1,Good,39,Good,0,Good,14,Good
Russian Federation,Zheleznodorozhnyy,29,Good,1,Good,29,Good,0,Good,27,Good
Brazil,Paracambi,163,Unhealthy,7,Good,0,Good,20,Good,163,Unhealthy
Benin,Parakou,60,Moderate,2,Good,18,Good,0,Good,60,Moderate
Brazil,Paratinga,19,Good,0,Good,12,Good,1,Good,19,Good
Brazil,Passo Fundo,19,Good,0,Good,19,Good,0,Good,13,Good
Indonesia,Pati,79,Moderate,2,Good,67,Moderate,1,Good,79,Moderate
France,Pau,33,Good,1,Good,33,Good,1,Good,24,Good
United States Of America,Pecan Grove,36,Good,0,Good,17,Good,7,Good,36,Good
Italy,Piazzola Sul Brenta,62,Moderate,1,Good,28,Good,6,Good,62,Moderate
Italy,Pietrasanta,41,Good,1,Good,41,Good,2,Good,16,Good
Philippines,Pililla,50,Good,1,Good,26,Good,1,Good,50,Good
United States Of America,Plantation,58,Moderate,1,Good,10,Good,15,Good,58,Moderate
Spain,Plasencia,39,Good,0,Good,38,Good,1,Good,39,Good
Germany,Plochingen,47,Good,1,Good,24,Good,3,Good,47,Good
Italy,Scordia,57,Moderate,1,Good,37,Good,1,Good,57,Moderate
United States Of America,Seminole,42,Good,1,Good,40,Good,6,Good,42,Good
